tweet_id,hashtag
1470821390127411200,KelloggStrike
1470821196845436930,BoycottKelloggs
1470821172568903687,BoycottKelloggs
1470821074820497412,BoycottKelloggs
1470820973771431945,KelloggStrike
1470820932071612419,BoycottKelloggs
1470820794238386185,Solidarity
1470820794238386185,BernieSanders
1470820794238386185,BoycottKelloggs
1470820794238386185,Kelloggs
1470820794238386185,BattleCreek
1470820376229789696,KelloggStrike
1470820295602671616,plantbased
1470820295602671616,vegans
1470820295602671616,KelloggsStrike
1470819959659896838,KelloggStrike
1470819934393405441,KelloggStrike
1470819905054261249,BoycottKelloggs
1470819852604608514,BoycottKelloggs
1470819852604608514,Solidarity
1470819852604608514,KelloggsStrike
1470819725093609480,KelloggStrike
1470819647377264640,KelloggStrike
1470819624572710912,KelloggsStrike
1470819570864644101,KelloggStrike
1470819461695422470,KelloggStrike
1470819413330849792,BoycottKelloggs
1470819241829953538,fake
1470819241829953538,pathetic
1470819225300344852,KelloggStrike
1470819216051867654,BoycottKelloggs
1470819159948812296,Support
1470819159948812296,KelloggsStrike
1470819159948812296,BoycottKelloggs
1470819159948812296,BoycottKelloggs
1470819159948812296,BoycottKelloggs
1470819159948812296,BoycottKelloggs
1470819159948812296,BoycottKelloggs
1470818971725221897,KelloggsStrike
1470818836186374147,KelloggStrike
1470818787142389761,KelloggStrike
1470818528848539648,BoycottKelloggs
1470818527049306117,KelloggsStrike
1470818377656586240,BoycottKelloggs
1470818377656586240,Biden
1470818377656586240,union
1470818377656586240,Strikemas
1470818341707124736,KelloggsStrike
1470818330072297476,KelloggsStrike
1470818279891427329,BoycottKelloggs
1470818279891427329,Solidarity
1470818164879601677,BoycottKelloggs
1470818152036503552,KelloggsStrike
1470818095883120641,KelloggsStrike
1470818095883120641,kelloggs
1470818074123251715,BoycottKelloggs
1470818010571194375,KelloggStrike
1470818010571194375,Strikemas
1470817789866881042,BoycottKelloggs
1470817780597506057,KelloggsStrike
1470817648099446792,KelloggsStrike
1470817648099446792,BoycottKelloggs
1470817648099446792,DumpKelloggs
1470817648099446792,union
1470817648099446792,UnionStrong
1470817648099446792,endunionbusting
1470817434265284609,KelloggsStrike
1470817401860198401,BoycottKelloggs
1470817254191345677,KelloggsStrike
1470817167293751297,KelloggsStrike
1470817095541833735,NYC
1470816986212888576,KelloggsStrike
1470816973630095360,union
1470816973630095360,BoycottKelloggs
1470816973630095360,KelloggsStrike
1470816174678151179,BoycottKelloggs
1470816103010082820,BoycottKelloggs
1470815859358584833,nsfw
1470815859358584833,gay
1470815859358584833,male
1470815859358584833,watersports
1470815859358584833,urine
1470815859358584833,Cornelius
1470815859358584833,KelloggsStrike
1470815859358584833,KelloggsBoycott
1470815859358584833,ProtestPorn
1470815672787628033,KelloggsStrike
1470815283472437260,BoycottKelloggs
1470815178937622533,KelloggsStrike
1470815156129128457,BoycottKelloggs
1470815156129128457,SupportAmericanWorkers
1470814526614511619,BoycottKelloggs
1470814505198239744,BoycottKelloggs
1470814471258099717,imwithtim
1470814471258099717,BoycottKelloggs
1470814336029392896,CerealCity
1470814336029392896,Michigan
1470814236569972746,KelloggsStrike
1470814236569972746,kelloggstrike
1470813968709177347,BoycottKelloggs
1470813226078253057,BoycottKelloggs
1470813056871673870,BoycottKelloggs
1470812926542065675,BoycottKelloggs
1470812659054383113,BoycottKelloggs
1470812452547932168,KelloggStrike
1470811764971298820,KelloggsStrike
1470811764971298820,BernieSanders
1470811764971298820,Solidarity
1470811764971298820,UnionStrong
1470811680011653127,BoycottKelloggs
1470811680011653127,StandWithLabor
1470811458355273732,BoycottKroger
1470811458355273732,BoycottKelloggs
1470811200917319689,BoycottKelloggs
