user_id,followers,following,tweet_count,listed_count,verified
2819916617,378,1462,5897,1,False
386072477,667,4941,487329,2,False
159376219,3567,5000,134399,11,False
2998725343,296,1260,128032,46,False
128930484,245,212,39403,31,False
1209403852816048130,175,473,9700,0,False
1249128541,3131,3139,162311,4,False
3087218333,10037,1807,32358,52,False
2463444793,459,216,5740,2,False
1310956951715680263,18,551,2184,1,False
14712659,140738,284,184575,1095,True
2935557122,97,728,41065,1,False
65572289,3150,2976,241580,60,False
57358915,58,382,1867,1,False
2834212357,467445,591,44306,624,True
41299006,715,2285,81578,2,False
2414457033,4247,4950,181779,190,False
19299909,426861,423,26134,7682,True
195298137,173,403,11041,13,False
13165482,952,1415,287774,67,False
816756237396246529,23,129,1736,0,False
772469563396984832,639,821,52791,19,False
996458558186278914,2014,1325,14246,27,False
341601584,8,54,293,1,False
552119609,3727,3053,271117,264,False
525770160,127,349,1038,0,False
1333887100761026565,5130,5509,35161,11,False
1317680151027617792,189,0,49355,11,False
969138694308421632,159746,93099,142700,230,False
2900026083,1886,4995,79215,64,False
1347188093984583681,440,621,12498,2,False
756363489220976640,338,695,10547,2,False
37360901,625,3725,7802,6,False
959279457486848001,10,11,9939,0,False
617941747,37,39,86970,0,False
733551774540275712,2960,1408,5342,25,False
112263169,8280,8816,173184,11,False
192034761,4034,2486,170731,128,False
1260528645178822657,2767,4098,27031,12,False
942226236,655,1117,439198,164,False
15906101,2025,1385,244488,107,False
238384649,403,529,20452,8,False
268342221,8531,9383,26034,254,False
1599266138,64709,1980,10274,468,True
18801387,1578,2297,72644,81,False
1103940366,1749,264,154018,1,False
1066340326258999296,94,523,3655,0,False
17327054,1921,558,85782,151,False
871347147626561540,121,2182,2850,0,False
17852894,13202,974,40472,268,True
1025438449879470080,1361,1855,59425,6,False
728108946,1067,2350,53254,575,False
396993448,51,171,2463,1,False
984816265251483649,52,418,1378,0,False
1436500824,57,182,77,0,False
1346137186568200195,243,401,36060,3,False
919954380,3,149,49,0,False
1279390611531915265,5499,5925,50333,2,False
825526848213835776,169,826,6390,0,False
1059926646466199553,91,317,5595,1,False
3237109164,8854,7522,109014,82,False
49067505,4674,291,1083,23,False
1246111008072126472,1769,1397,6197,14,False
15661507,5952,213,58962,239,True
1463046726390931456,48,578,225,0,False
1327928839847219201,4044,4946,124368,7,False
974091245470568448,1167,5000,15516,13,False
1212476604665847808,515,110,22610,15,False
216132887,386,1646,12014,0,False
427250055,2861,4911,93113,185,False
3158181282,681,1300,11060,20,False
720608965713928193,0,67,255,1,False
1552125108,105,656,46827,1,False
21403476,111,1253,5644,2,False
3178114727,199,969,15954,19,False
2872163196,1014,2109,23080,6,False
28481437,721,1169,34294,21,False
4887233189,28,260,1266,0,False
182963841,382,3403,59606,19,False
1009093267261140993,122,301,21015,0,False
376690701,1116,4992,44143,11,False
312169321,1035,1945,193763,142,False
15870246,649,555,33989,23,False
942052787059351555,9726,8500,1213,21,True
975784752648212480,154,1009,7250,1,False
874472582,785,949,18676,18,False
513166740,426,1334,9217,11,False
20829322,452,2499,57502,22,False
1200144979047436289,1341,1791,26265,17,False
165298304,2431,4447,232645,4,False
2479143513,261,237,722,4,False
1258216632163250177,366,3221,4846,1,False
47743935,1257,3272,347058,73,False
17542635,455,574,258176,3,False
1199370792330387456,9,21,13624,0,False
3632161,2579,4999,241441,99,False
1274533344282198016,138,613,7653,0,False
16935292,801315,6547,114037,16518,True
369877176,1727,3269,10951,29,False
238055499,2777,5000,371538,13,False
103994967,569,1347,315485,43,False
1306720038209171457,5,229,984,0,False
563021802,116,333,1163,1,False
3256870734,1737,367,253853,138,False
1104940840521252865,1762,1089,20927,18,False
1139941085411762177,101,919,17537,1,False
304766078,1644,3462,66000,6,False
1343286414096654337,54,291,7215,0,False
19359977,2154,2035,152726,157,False
1455694545497124875,59,157,220,5,False
1213915497051246592,3999,4857,20802,9,False
121806321,1099,1551,124191,22,False
832796596030943233,373,4985,15123,8,False
200601053,200,975,20803,9,False
1399910634528010240,25,2040,569,0,False
3004199202,8644,6735,134263,114,False
2602229581,52,322,14559,1,False
576497284,344,413,1044,13,False
37327835,1376,1023,386048,92,False
1085017266217861121,18,54,4586,0,False
1095915337906864128,72,201,4720,0,False
16179314,321,528,28607,38,False
1407364753840918536,97,1395,2157,0,False
914212228840280064,1530,2854,12344,10,False
2314533614,90,55,62479,6,False
917389190328877056,31401,1492,6884,263,True
15768342,302,342,85085,7,False
2379707318,16,222,3653,0,False
326800913,28,99,1133,1,False
73806572,714,844,74427,71,False
538601914,100,553,5400,1,False
2482338328,137,210,5732,5,False
1393528614730321922,142,272,7054,1,False
280212551,581,981,13789,4,False
14775484,69,482,16549,2,False
889348599837933568,3096,3047,30817,6,False
8005492,159667,780,59460,3719,False
80423012,4636,1689,130224,146,False
1447628902671818761,176,194,50,1,False
14782782,8290,5194,157805,581,False
1017119868821364736,1069,1347,779,4,False
1281044445140484096,118,521,1041,1,False
55411896,13384,1727,82172,423,True
17911218,1872,5001,53461,27,False
1317680536945455104,142,385,1366,1,False
1232675634,312,564,109450,50,False
902353171,174,105,86975,3,False
3292953812,263,621,72904,3,False
365208486,2206,1241,78335,28,False
937503000192360448,168,424,65042,1,False
857085523998908416,2447,2400,63156,15,False
1439815220755681280,222,159,124,4,False
1119669103239815168,181,142,107035,1,False
1253477205079924740,908,762,4358,6,False
2200208196,74,216,151,0,False
106474947,13211,2305,9531,51,False
154412220,1501,2140,28678,10,False
1380365691400941570,51,10,3124,1,False
1289993364130033664,2801,5002,7694,13,False
847811264,154,412,17295,5,False
3257967037,1819,4908,104796,21,False
234439228,1590,1882,10948,36,False
1388657539,106,81,8016,0,False
15039950,3946,3843,92009,44,False
1218895138002554880,252,642,3117,0,False
1180935803444310016,26,129,9172,1,False
980111485992128516,665,952,14145,1,False
2363297236,59,15,26789,0,False
21457771,4688,911,2069823,916,False
1211713388813766656,986,305,423,11,False
232681242,35002,972,324998,521,True
1357505196511817728,7,77,442,0,False
2562627949,1310,4856,10059,9,False
1370659590,986,1785,185266,7,False
377385052,65,441,12105,4,False
11503682,565,229,4167,30,False
1335610041873948674,530,530,18107,0,False
3020318927,62,66,12810,0,False
7797462,270,1400,3788,4,False
36548978,1023,1007,146617,3,False
769015196069273601,127,165,4845,2,False
2918275491,1810,320,42867,20,False
186977143,6617,1824,117020,88,False
1378348977767256067,10,137,1230,1,False
284383568,12307,12300,498925,437,False
1448091774677917697,684,681,4973,0,False
274135701,973,1442,74553,5,False
794185310783451136,2195,4745,118514,54,False
310688255,4285,2587,113169,172,False
760390479779422208,224,548,117048,2,False
1354820279013318670,61,1083,4447,0,False
2181226644,257,326,1558,2,False
2523682171,622,880,21527,5,False
1034752700620124160,1680,4117,20095,17,False
21718571,27872,5281,72781,797,True
1378776430520242178,0,0,181,0,False
1237796797,109,1037,34700,0,False
16316179,5619,6166,210190,2,False
260848405,2634,4966,456806,257,False
94933231,3455,797,301252,155,False
1311375928606420993,2940,4184,84090,0,False
1150884601830813696,93,295,2936,1,False
635375613,650,446,30947,14,False
487946351,241,591,2548,0,False
9840442,948,2868,23492,25,False
1141593531498151936,1736,4756,7681,8,False
1255956543671095296,1066,238,418,12,False
1382466954426867713,1546,1639,5905,4,False
1027307702047961088,309,859,1940,6,False
729550851409334276,2656,5002,59477,59,False
2530341541,313,1000,9307,0,False
26435268,374,1071,6648,35,False
64569744,215,164,25497,3,False
1200026326817746944,786,2679,10711,1,False
753623149929869312,149375,1615,20905,1296,True
838960591,55,177,583,3,False
1154033356994207744,952,2261,91873,2,False
1114316489769799683,4326,2440,48456,11,False
444421310,1344,4092,25899,10,False
2390090646,283,342,4901,1,False
1149491276326350848,513,998,952,0,False
39583535,78,52,45381,0,False
865572195086606336,434,797,25923,2,False
215932360,220,1396,1908,0,False
1194355411,1141,4699,136285,0,False
10502262,836,4988,28416,5,False
15533891,384,2052,1342,15,False
1009154425355689985,1284,4726,22385,7,False
15903326,193942,1591,83970,1281,True
338503649,2333,4118,84805,12,False
968709163865006080,167,611,15795,2,False
738182612666093569,239,1193,20541,0,False
887024572247224320,394,3337,94338,1,False
2513381510,191,938,69346,13,False
2987922137,880,1056,18782,15,False
190156907,658,1189,11313,16,False
158917580,266,1206,26364,4,False
1262516437547200517,3586,4885,60809,2,False
1599540866,7986,6149,214110,3,False
1435832670408294400,115,152,146,1,False
399717630,842,871,68441,12,False
761006430002352128,65,487,945,0,False
2193135944,20016,21805,283777,82,False
30958678,1275,1194,75596,38,False
1406220117638266880,1890,4932,104182,3,False
1461733751851991044,2495,806,6819,6,False
345735308,1921,2800,65792,4,False
65483354,202,531,5794,18,False
417183811,222,263,23163,19,False
1364254385392476161,182,668,12659,2,False
4255022663,38,274,3713,0,False
2424651486,23,211,1093,0,False
861696753493397504,9113,9766,282986,18,False
1074516991447326720,1267,3217,41638,11,False
49128933,3511,3984,152050,89,False
3192910880,93,462,898,0,False
351346086,12731,12824,201924,14,False
886032877011558400,85121,83350,292355,89,False
200270165,512,131,24452,2,False
2432400917,26,192,3456,0,False
1240833190329114625,7,13,320,0,False
1544826188,98,250,5375,0,False
156739554,598,651,167892,29,False
2672899283,1230,2823,40016,53,False
1442197364417073156,89,643,1676,0,False
303788653,4240,1917,11903,145,False
3418569974,105,1506,1910,0,False
1331635914846605312,121,125,343,0,False
478048182,102,1074,27506,0,False
18896006,2226,1691,129182,134,False
785608654053527552,440,662,12662,0,False
1232080427063660544,3945,3947,8139,21,False
1383834921123278860,41,930,397,0,False
466198757,10269,8460,63922,20,False
16984207,3902,5001,1332070,573,False
2161556516,279,152,415977,1,False
1242709697397952512,6370,6126,174157,13,False
56290432,144,795,23625,2,False
367750490,13611,14958,529218,466,False
829487264371703808,850,1793,68127,4,False
1204517597364019206,14,278,4230,0,False
1423358031430045698,10,112,29,0,False
5951882,881,726,133176,39,False
1293616239718277120,672,440,7253,3,False
184281174,364,442,28614,7,False
20003443,643,403,158141,59,False
1040416869402988544,951,1567,49000,3,False
1038207662054363138,11,48,984,0,False
1266958482210775042,301,590,4279,1,False
1311495676803657729,2164,4563,1151,5,False
928802132022693888,306,329,338,2,False
299836661,980,1597,30268,1,False
2871195075,786,1510,12709,6,False
781390711,657,990,7587,0,False
1095531312222531584,7,43,8,0,False
1412106224401883140,216,756,36679,0,False
93558188,16922,13896,74219,29,False
2468762893,17036,2471,2916,162,True
2912926151,4045,4900,143773,45,False
2873954068,1682,2200,7703,2,False
319670041,1614,392,97489,35,False
1272296800263659520,1203,1759,8977,10,False
1216959250485907462,1541,3815,17311,2,False
1056106760795127808,185,288,51625,1,False
1291589334114742273,71,625,559,0,False
99994203,180,350,4043,0,False
1426683888118730752,1210,447,831,9,False
826595718584467456,212,792,33481,3,False
2291052561,3028,4645,42636,5,False
939190178,1092,4865,84612,27,False
234522997,501,935,24356,6,False
1348650554126446592,36,118,8496,2,False
17124747,298,1582,108765,27,False
2592153054,236,818,3374,1,False
1252031087682838529,3,13,241,0,False
617759703,977,588,33322,5,False
24644814,417,259,74461,22,False
971109733,45,275,6865,2,False
198408574,1584,605,44927,23,False
531553849,333,628,1455,4,False
2289080510,142,4927,104509,2,False
2517014595,46,390,4878,7,False
1133172514736230400,3400,2,173522,24,False
3289072500,23,241,444,0,False
2462861832,173,1041,34227,11,False
1173636412882792450,11,22,5326,0,False
823386650864533504,506,965,78022,0,False
2786680815,367,469,1031,0,False
502393637,552,3663,59137,3,False
753261173391237120,80,2448,10623,0,False
1087893090667581440,182,3824,73774,3,False
16821304,2844,5001,157515,252,False
34308223,388,1886,451537,11,False
2636880501,388,632,4585,1,False
3302033415,99,299,49926,0,False
1458621335496757253,1449,648,4261,5,False
1443341875490947076,9,186,480,0,False
1007495788392402944,6162,6260,50763,15,False
33133796,1327,1082,9613,21,False
1330965710512807939,118,343,24271,3,False
114846452,756,4472,29333,5,False
2987664851,283,217,92531,7,False
325312192,154,65,5080,2,False
18036742,319,1518,4272,16,False
1324412063897120768,92,134,5697,3,False
961411368317571072,27,414,756,0,False
1281615576146878466,33,100,108,0,False
503794853,3912,4147,748388,184,False
24144660,186,275,6522,1,False
380840934,1328,1304,189065,43,False
64854523,403,792,17784,4,False
598973191,9376,4270,530594,340,False
836666758849167360,2188,761,2541,36,False
190943267,1482,632,29674,11,False
1323246176930471936,53,2180,68800,2,False
292533156,660,567,63566,9,False
1154391018353168385,878,829,9250,18,False
1020604267,458,307,14967,1,False
1061796270,397,896,43013,7,False
848395881745457152,1142,899,33051,35,False
877082311921205248,78,825,17212,2,False
1194640602,412,972,80414,6,False
3037084724,2659,3709,95531,42,False
1381651881257209860,20,981,3607,0,False
1352752899676319745,2,164,160,0,False
1548961394,7135,6319,298490,20,False
35674981,90,87,352,5,False
7228352,5569,6073,307858,160,False
2898918799,171,194,74315,3,False
1262812568,51,181,10233,0,False
1458629625081470980,126,368,2733,0,False
287273810,189,504,8710,1,False
2988807419,481,399,40341,7,False
7903962,275,1025,76173,13,False
207063204,11463,10061,23462,96,False
903046402988695552,1063,1426,19580,9,False
1352294879963955205,179,468,33528,0,False
954401575,177,496,17441,1,False
1382677869554458626,5910,6058,58042,8,False
226745645,1059,2613,105035,26,False
293968006,1068,2344,272411,32,False
12047152,475,207,69162,29,False
1019340242619285504,2426,456,119872,63,True
15856435,227020,757,280328,1584,True
837111131978219520,236,682,42283,0,False
41157319,7019,7648,109738,22,False
950225286129438721,89,438,62695,2,False
1038268128290066432,301,1474,10424,0,False
33678982,391,941,4488,6,False
1217923975826657280,198,339,15754,0,False
454995865,687,1006,13541,4,False
545890049,37,10,5185,0,False
1036476484163010560,17,145,782,0,False
22996614,1119,525,202292,153,False
808125648095105024,274,111,18784,0,False
71287915,359,3006,32722,82,False
2676025951,2871,3875,248659,53,False
1128388810239164416,1390,2481,87216,4,False
1229502415369572352,1540,4791,23262,7,False
734942289978626049,128,290,1129,0,False
148070055,15,122,3408,0,False
914476670635139072,6442,6559,49699,32,False
466118142,52,476,8488,1,False
915727372443414528,1223,2106,6295,4,False
849436335563829253,88,604,50049,2,False
824191111115735040,187,41,38102,1,False
18353230,1213,2421,29486,39,False
371381653,3380,4505,47827,64,False
726514515790057472,205,477,5987,0,False
15809449,819,4121,158979,19,False
1447652423019991040,43,128,788,0,False
1348128213768298498,1,0,577,0,False
231731079,84,372,1193,1,False
440175411,78,293,4291,2,False
1004212231897321472,702,1528,18635,2,False
1163579286776946688,37,266,1588,0,False
242374336,48053,93,114380,1041,True
1479999626,174,429,16373,7,False
853716860,16,74,4099,0,False
2220734040,111,941,19166,2,False
3294888119,95,760,20067,1,False
1145008294479769600,503,1198,1903,4,False
877368418248216577,1001,270,11731,8,False
14346354,803,1943,30272,37,False
1426772491,105,166,4529,4,False
2771286847,1327,1418,23345,4,False
1193603199078477825,360,257,23043,3,False
1055639487626338304,610,2211,44264,4,False
310427784,817,1175,1299,1,False
862641049583452160,743,1257,40715,3,False
266252872,3837,4681,491672,160,False
759704252,168,428,10073,4,False
1724122508,210,192,37125,5,False
801877950819958784,380,1228,59185,3,False
3295594702,1175,2924,82339,63,False
733648280,717,1914,46549,26,False
32635825,44,74,356,1,False
448201718,17647,3137,10258,152,False
20876390,2270,4002,37829,24,False
1668333199,1068,5001,79338,14,False
699993956541730816,23,190,1761,0,False
261137809,644,790,129663,1,False
952988827,14368,15795,112347,17,False
49739003,565,126,177358,20,False
1444378380267229185,1008,3895,31715,1,False
1108555912149639168,59,187,6443,0,False
61843868,16436,4425,11493,278,True
1156983511561265153,470,972,11424,3,False
1149023248736145408,222,2566,93821,4,False
1415563152272416769,58,151,153,0,False
414999435,866,3470,39463,2,False
34854274,99,227,12954,2,False
847617587458457603,350,797,33154,1,False
369344810,9862,761,98025,293,True
1025097484325011457,121,573,6509,0,False
1443600989001445379,30,48,1978,0,False
25634556,862,1053,91015,45,False
22818501,1654,879,206531,13,False
1201691687837409280,31,266,8158,2,False
1288077521674809347,7,61,65,0,False
239834287,789,933,16673,11,False
276555350,949,4574,92168,43,False
1005114516693188608,2325,1143,124428,25,False
59670521,648,2836,36042,26,False
1286816744271564801,31,259,4500,1,False
14299782,898,1383,71913,10,False
774991942811656192,782,1600,1892,7,False
1623113816,237,402,3160,2,False
4721234355,96,685,4669,0,False
20893330,2934,1228,27625,14,False
1354179230360334342,150,118,446,0,False
20737589,6071,4714,1021016,374,False
1323743518435778565,139,215,3441,0,False
826774488729653248,380,1151,14949,1,False
75143043,128,326,2202,1,False
3044739166,75940,3956,16008,432,True
1034123936953446401,1908,4815,8341,19,False
615695582,28,243,1579,0,False
55646868,507,695,11928,2,False
3852949437,64,60,721,0,False
779769255885611009,49,208,24925,0,False
953001599550439424,94,254,1908,0,False
458151972,193,509,4378,5,False
292381463,691,1439,58791,16,False
241813439,1363,3374,22743,15,False
2332549417,1126,3195,153338,31,False
108881481,418,1599,36183,19,False
118156479,309,4996,25047,7,False
1317608608620716032,1805,4920,55026,2,False
2957414038,38,471,1443,1,False
52350953,1037,850,168944,64,False
821843949312741382,1271,4997,157289,2,False
1338298418993778691,65,182,75139,3,False
792554860814098432,30,293,993,1,False
1095171177834778625,253,614,3989,0,False
379065429,6901,860,70734,246,False
1088840320652136449,92,1410,4880,0,False
753625518847750144,44,118,2584,0,False
797470705,1424,2400,71259,3,False
1390681413222023185,77,88,7843,0,False
122205213,3471,5000,42642,72,False
1353932106607570946,356,273,531,2,False
78483974,869,627,138016,16,False
209284287,46,1004,17241,0,False
1293257765784367113,213,365,7096,0,False
848195065,274,128,116500,13,False
300740743,654,1081,56299,23,False
2407419524,8954,8282,24926,857,False
1023698540214796288,4296,4997,169842,7,False
7481892,559,803,27125,12,False
348850732,50,1058,2852,0,False
261285658,284,445,10824,3,False
233343509,9260,2110,900,102,False
439486878,1077,1329,28710,8,False
833210249448456192,54,814,6061,1,False
1212712919277768705,93,312,35761,0,False
1269280346622898176,32,71,527,0,False
854218766883749890,2987,1344,227398,71,False
37636667,19492,5980,129059,242,False
170222315,305,1504,3130,2,False
759993246,5703,5901,27388,5,False
224750675,132,291,49188,14,False
1302700905918271489,569,1106,16236,6,False
47175205,241,250,8040,5,False
1455705386,1228,1520,61374,11,False
427419095,9,534,842,0,False
709522772993687552,2547,2166,240857,90,False
15735970,2801,5003,101060,203,False
7974682,27,81,26389,1,False
372859438,40,415,7193,0,False
250433871,995,1474,63744,14,False
4914554621,614,254,505878,14,False
1427607811266076678,923,873,30041,1,False
14337131,22798,5649,25287,794,True
1002679914603180033,379,600,5677,0,False
828290410934071296,77,274,49379,1,False
17653170,181,411,20908,2,False
4064643969,130,677,6756,0,False
