tweet_id,referenced_tweet_id,type
1470860452683202562,1470752302906621963,retweeted
1470860441932943373,1470752302906621963,retweeted
1470860195731542020,1469432406897831938,retweeted
1470860159505207299,1470811909452615683,retweeted
1470860138953146371,1469432406897831938,retweeted
1470860126689005571,1470814505198239744,retweeted
1470860123442716675,1470528249876738053,quoted
1470860099463745543,1469432406897831938,retweeted
1470860090773282816,1470858486099681283,retweeted
1470860052168732672,1470855692164632576,retweeted
1470860048649932813,1470803269169549312,retweeted
1470859957889167361,1470270989300682752,retweeted
1470859945562173440,1468398605857865730,quoted
1470859945562173440,1470853643524100108,replied_to
1470859921331789840,1470855692164632576,retweeted
1470859892189630465,1469432406897831938,retweeted
1470859869427224577,1470831152764227584,retweeted
1470859840268423178,1470857970791723012,retweeted
1470859776678670339,1470802262633029636,retweeted
1470859770907095040,1470830874648264710,retweeted
1470859749990309890,1470858486099681283,retweeted
1470859738925649925,1470850559347290113,retweeted
1470859729794924546,1469777002190233604,retweeted
1470859657845510144,1470848990560366596,retweeted
1470859608025714692,1470855692164632576,retweeted
1470859577914703879,1469432406897831938,retweeted
1470859557429661697,1470831152764227584,retweeted
1470859484390170628,1470855692164632576,retweeted
1470859424663281664,1470858534497976320,retweeted
1470859375162101761,1470858486099681283,retweeted
1470859368962867208,1468578748630974466,retweeted
1470859358523338753,1470109582315900936,retweeted
1470859306367135749,1470858486099681283,retweeted
1470859230978707456,1470858486099681283,retweeted
1470859216772648973,1470832308622143494,retweeted
1470859209382281220,1470846303022329856,retweeted
1470859194517663745,1470831152764227584,retweeted
1470859170425360385,1469432406897831938,retweeted
1470859170043678723,1469432406897831938,retweeted
1470859147033804800,1470831152764227584,retweeted
1470859124166561792,1470811909452615683,retweeted
1470859117417971732,1470789077133791232,replied_to
1470859074799603718,1470855692164632576,retweeted
1470859054230781953,1470855692164632576,retweeted
1470859026669912065,1470831152764227584,retweeted
1470858990758383620,1470811909452615683,retweeted
1470858977533693956,1470811909452615683,retweeted
1470858887133896705,1470752302906621963,retweeted
1470858851792654338,1470179008448892928,retweeted
1470858696834048005,1469031094842544141,retweeted
1470858692677582848,1469777002190233604,retweeted
1470858676244205569,1470766390726516739,quoted
1470858673391951876,1469432406897831938,retweeted
1470858672318427137,1470855692164632576,retweeted
1470858672075116549,1470053738463121412,quoted
1470858640101945352,1469432406897831938,retweeted
1470858570342100993,1470831152764227584,retweeted
1470858554928209921,1470857970791723012,retweeted
1470858516521009161,1470857970791723012,retweeted
1470858489513877504,1470811909452615683,retweeted
1470858488645447680,1470811909452615683,retweeted
1470858483364990982,1470802262633029636,retweeted
1470858464234594304,1470811909452615683,retweeted
1470858391388098572,1469432406897831938,retweeted
1470858349843517442,1470857970791723012,retweeted
1470858286299762688,1470811909452615683,retweeted
1470858280629063693,1470848990560366596,retweeted
1470858147883536385,1470855692164632576,retweeted
1470858136374370308,1470846622129131522,retweeted
1470858122906542082,1470857970791723012,retweeted
1470858114958254088,1470831152764227584,retweeted
1470858099477078019,1470803547986055171,retweeted
1470858097845547010,1469777002190233604,retweeted
1470858089792479244,1470109582315900936,retweeted
1470858045706153992,1470857970791723012,retweeted
1470858001405943815,1470857970791723012,retweeted
1470857917809184770,1470763776957988874,quoted
1470857846556352512,1469432406897831938,retweeted
1470857839405117444,1470802262633029636,retweeted
1470857830878126083,1470729881684254731,retweeted
1470857747109453825,1470855692164632576,retweeted
1470857589797838852,1470855692164632576,retweeted
1470857575231107079,1470811909452615683,retweeted
1470857565848289281,1470855692164632576,retweeted
1470857552086851592,1469031094842544141,retweeted
1470857521787199488,1470831152764227584,retweeted
1470857490086576129,1468968582084120583,retweeted
1470857483287777291,1468671045750112256,retweeted
1470857477788819457,1470855692164632576,retweeted
1470857432402259971,1469432406897831938,retweeted
1470857409727926272,1468578748630974466,retweeted
1470857406305472519,1470855692164632576,retweeted
1470857371140325379,1469432406897831938,retweeted
1470857352341454848,1470802262633029636,retweeted
1470857268941910019,1469432406897831938,retweeted
1470857236008292353,1469432406897831938,retweeted
1470857164973649927,1470834928606658562,replied_to
1470857146354966532,1470831152764227584,retweeted
1470857121688436743,1469432406897831938,retweeted
1470857083419598862,1465444502575984643,retweeted
1470856876929732614,1469432406897831938,retweeted
1470856872840343556,1470855692164632576,retweeted
1470856865055707139,1470179008448892928,retweeted
1470856855685578755,1470811909452615683,retweeted
1470856823502622720,1470855692164632576,retweeted
1470856773657579523,1470811909452615683,retweeted
1470856701037268992,1470855692164632576,retweeted
1470856694183960590,1470179008448892928,retweeted
1470856676018307073,1470850559347290113,retweeted
1470856655692873735,1470855692164632576,retweeted
1470856654505791489,1470415575637807104,retweeted
1470856643080380419,1470502302108762121,retweeted
1470856601103917060,1470811909452615683,retweeted
1470856597417218050,1470179008448892928,retweeted
1470856594678296588,1470831152764227584,retweeted
1470856581067669508,1470811909452615683,retweeted
1470856557210570757,1468671045750112256,retweeted
1470856536398479367,1470811909452615683,retweeted
1470856472674418701,1470855692164632576,retweeted
1470856425110970374,1468578748630974466,retweeted
1470856394144366592,1470855692164632576,retweeted
1470856331020189697,1470772265180708867,retweeted
1470856297998336001,1470752302906621963,retweeted
1470856189189640197,1468578748630974466,retweeted
1470856168755154944,1470808712935784464,retweeted
1470856162547572744,1470179008448892928,retweeted
1470856158005112842,1470855692164632576,retweeted
1470856152951009286,1470824954878906370,retweeted
1470856113247641608,1470533111012331527,retweeted
1470856082004267008,1470848990560366596,retweeted
1470856018645053441,1470831152764227584,retweeted
1470856007484162050,1470855692164632576,retweeted
1470855984268537857,1469777002190233604,retweeted
1470855955160059905,1470848990560366596,retweeted
1470855921106620427,1470831152764227584,retweeted
1470855841741819904,1470855692164632576,retweeted
1470855837283495942,1470179008448892928,retweeted
1470855826151809030,1470811909452615683,retweeted
1470855673294430215,1470752302906621963,retweeted
1470855663249145857,1470752302906621963,retweeted
1470855570152427528,1469777002190233604,retweeted
1470855530289709060,1470179008448892928,retweeted
1470855524551847937,1470849482849882115,replied_to
1470855459208773634,1470549464469311490,retweeted
1470855458134978560,1470848990560366596,retweeted
1470855419098812417,1470811909452615683,retweeted
1470855192577024000,1470745306698555397,replied_to
1470855148142567426,1470179008448892928,retweeted
1470855126256689164,1470179008448892928,retweeted
1470855081314725888,1470752302906621963,retweeted
1470855019402567686,1470831152764227584,retweeted
1470854818725912580,1470729881684254731,retweeted
1470854736257724420,1470846622129131522,retweeted
1470854679294877696,1470831152764227584,retweeted
1470854665583607817,1470831152764227584,retweeted
1470854637246951433,1470115738702729218,retweeted
1470854612651499520,1468600137882779650,retweeted
1470854584759652353,1470752302906621963,retweeted
1470854553234989065,1470752302906621963,retweeted
1470854542665396228,1468600137882779650,retweeted
1470854484595195914,1470854201748201477,retweeted
1470854432040628228,1470831152764227584,retweeted
1470854424251838472,1470850559347290113,retweeted
1470854400256139264,1470811909452615683,retweeted
1470854385920004103,1470851289370312709,replied_to
1470854378005270529,1470763776957988874,retweeted
1470854345847619586,1470115738702729218,retweeted
1470854317422919693,1470811909452615683,retweeted
1470854309562748929,1470832367271124996,retweeted
1470854223042592772,1470752302906621963,quoted
1470854201748201477,1470818044796719106,quoted
1470854185885208577,1469713152355016707,retweeted
1470854135977111553,1469461230599512069,retweeted
1470854126393339908,1470832308622143494,retweeted
1470854101353132032,1470115738702729218,retweeted
1470854088283856915,1470752302906621963,retweeted
1470854000857817096,1469777002190233604,retweeted
1470853970788696066,1470529590430892033,quoted
1470853875062099974,1470811909452615683,retweeted
1470853864912039942,1470852633783148546,replied_to
1470853804954378251,1470831152764227584,retweeted
1470853662436118533,1470109582315900936,retweeted
1470853636649635841,1470853082670157834,replied_to
1470853603925573639,1470752302906621963,retweeted
1470853593934749706,1470752302906621963,retweeted
1470853582421303299,1470811909452615683,retweeted
1470853495028957185,1470763776957988874,retweeted
1470853482034995211,1470824954878906370,retweeted
1470853448472088585,1470846303022329856,retweeted
1470853438959403016,1470832308622143494,retweeted
1470853395602890753,1469777002190233604,retweeted
1470853333963489287,1470752302906621963,retweeted
1470853303235842048,1470811909452615683,retweeted
1470853247472742406,1470752302906621963,retweeted
1470853224110432265,1470811909452615683,retweeted
1470853190857990150,1470502302108762121,retweeted
1470853173346639874,1470752302906621963,retweeted
1470853171321131009,1469031094842544141,retweeted
1470853099191369728,1470850559347290113,retweeted
1470853076072472576,1469777002190233604,retweeted
1470853029792522243,1470502302108762121,retweeted
1470853022569820162,1470752302906621963,retweeted
1470853017578745863,1470832308622143494,retweeted
1470852994552012808,1470770788122963980,retweeted
1470852993595678729,1469553615320883201,retweeted
1470852976566755344,1470752302906621963,retweeted
1470852902709309447,1470850559347290113,retweeted
1470852898619801612,1470850559347290113,retweeted
1470852893951602695,1470752302906621963,retweeted
1470852868605464583,1470502302108762121,retweeted
1470852777978908674,1470808712935784464,retweeted
1470852766369206276,1470811909452615683,retweeted
1470852677043056640,1470752302906621963,retweeted
1470852663596126208,1470533111012331527,retweeted
1470852659984969742,1470818010571194375,retweeted
1470852596218970123,1470752302906621963,retweeted
1470852548135464962,1469417376231866375,retweeted
1470852486072135680,1470502302108762121,retweeted
1470852396087656449,1470811909452615683,retweeted
1470852376630337536,1470850559347290113,retweeted
1470852367650275333,1469777002190233604,retweeted
1470852287249666056,1470732360345964547,retweeted
1470852252873093121,1470814505198239744,retweeted
1470852238943961088,1470832308622143494,retweeted
1470852145717071879,1470799331208929290,retweeted
1470852082718679053,1470616247519744000,retweeted
1470852041903947779,1470831152764227584,retweeted
1470852002234003457,1470850371455262720,retweeted
1470851989714079746,1470850371455262720,retweeted
1470851911259725831,1470832308622143494,retweeted
1470851910336978945,1470850559347290113,retweeted
1470851895333986307,1470831152764227584,retweeted
1470851888409047041,1470850559347290113,retweeted
1470851858189062146,1470502302108762121,retweeted
1470851841193758721,1470811909452615683,retweeted
1470851820322840576,1470811909452615683,retweeted
1470851798944657408,1470851661258276875,replied_to
1470851675271352327,1470616247519744000,retweeted
1470851670921809920,1470763776957988874,retweeted
1470851619495493646,1470502302108762121,retweeted
1470851560347521039,1470502302108762121,retweeted
1470851531226365954,1470832308622143494,retweeted
1470851450322538503,1470803884071428104,retweeted
1470851395570053130,1470850559347290113,retweeted
1470851384501313545,1470502302108762121,retweeted
1470851305220411392,1470850559347290113,retweeted
1470851282978103296,1470850559347290113,retweeted
1470851271254966275,1470811909452615683,retweeted
1470851262165966853,1470843099802910729,retweeted
1470851227084861451,1470850559347290113,retweeted
1470851170570801152,1469777002190233604,retweeted
1470851158709260288,1470811909452615683,retweeted
1470851057228017665,1470831152764227584,retweeted
1470850871751700481,1470784648884240402,replied_to
1470850742130937856,1470850559347290113,retweeted
1470850676813180938,1470850371455262720,retweeted
1470850643145469956,1470831152764227584,retweeted
1470850433858129928,1470831152764227584,retweeted
1470850390409240583,1468327533200482313,retweeted
1470850122015809549,1470831152764227584,retweeted
1470849970605486080,1470811909452615683,retweeted
1470849970022465539,1470831152764227584,retweeted
1470849761314021379,1470831152764227584,retweeted
1470849502462595072,1470104266102788104,retweeted
1470849482849882115,1470805226835755010,quoted
1470849482849882115,1470447979639316484,replied_to
1470849455146496001,1469344898084184074,quoted
1470849311772749830,1470799331208929290,retweeted
1470849293003145224,1468792016393879556,retweeted
1470849291275186201,1470811909452615683,retweeted
1470849260270850058,1470799331208929290,retweeted
1470849200644632583,1470831152764227584,retweeted
1470849180461670411,1470811909452615683,retweeted
1470849147418861572,1470831152764227584,retweeted
1470849066749751299,1470831152764227584,retweeted
1470849055181852674,1470805026062827524,retweeted
1470848998915416071,1470502302108762121,retweeted
1470848935921164298,1470847323815170049,retweeted
1470848924298715141,1470831152764227584,retweeted
1470848803968327684,1470109582315900936,retweeted
1470848697550442500,1470811909452615683,retweeted
1470848695432273923,1470803269169549312,retweeted
1470848615706939396,1470831152764227584,retweeted
1470848580378316806,1470732498460106757,retweeted
1470848546232541186,1470831152764227584,retweeted
1470848484999761924,1470811909452615683,retweeted
1470848405396246529,1470781891611697154,retweeted
1470848323808477189,1470109582315900936,retweeted
1470848310558736390,1469777002190233604,retweeted
1470848245094092804,1469777002190233604,retweeted
1470848235010985998,1470803547986055171,retweeted
1470848226479816715,1470823421747634182,replied_to
1470848190945456128,1470811909452615683,retweeted
1470848087753121792,1470811909452615683,retweeted
1470848065116409856,1470533111012331527,retweeted
1470847860656812037,1469777002190233604,retweeted
1470847844978409476,1469777002190233604,retweeted
1470847799868764171,1469777002190233604,retweeted
1470847781753475088,1470847323815170049,retweeted
1470847766767230983,1468362504065765379,quoted
1470847711171596290,1470846097102970889,retweeted
1470847670025662472,1470846097102970889,retweeted
1470847650744442880,1470831152764227584,retweeted
1470847573623726088,1470811909452615683,retweeted
1470847563339382797,1470115738702729218,retweeted
1470847481818714115,1470809923982352384,retweeted
1470847380073627648,1470831152764227584,retweeted
1470847322384912392,1470808502318870532,replied_to
1470847257364901905,1470109582315900936,retweeted
1470847153266311168,1470831152764227584,retweeted
1470847072475746310,1470846303022329856,retweeted
1470847062883418124,1463870165943205894,retweeted
1470847034475171841,1470844752153174020,retweeted
1470846984986660864,1470115738702729218,retweeted
1470846963138629645,1470846303022329856,retweeted
1470846948538142722,1470109582315900936,retweeted
1470846913855504395,1470846622129131522,retweeted
1470846910403682308,1470808712935784464,retweeted
1470846602881343495,1468578748630974466,retweeted
1470846562947502081,1464601680935333899,retweeted
1470846470018506759,1469777002190233604,retweeted
1470846428016627712,1470846303022329856,retweeted
1470846426083176448,1470783356174581764,retweeted
1470846370412126209,1470832308622143494,retweeted
1470846279131414530,1469031094842544141,retweeted
1470846262652162063,1470832308622143494,retweeted
1470846137368297476,1470831152764227584,retweeted
1470846087053328394,1470831152764227584,retweeted
1470846077758844928,1470811909452615683,retweeted
1470845988164227081,1469777002190233604,retweeted
1470845882014830595,1470811909452615683,retweeted
1470845823642710020,1470503086036852740,quoted
1470845778029596673,1470809923982352384,retweeted
1470845770278608902,1470831152764227584,retweeted
1470845640368279559,1470616247519744000,retweeted
1470845631325372420,1470831152764227584,retweeted
1470845628662128644,1470808712935784464,retweeted
1470845585188139011,1469777002190233604,retweeted
1470845565365796871,1470843406108839943,retweeted
1470845513201184769,1470109582315900936,retweeted
1470845499515105281,1470844752153174020,retweeted
1470845404946350095,1470832308622143494,retweeted
1470845279704256514,1470831152764227584,retweeted
1470845216139657219,1470827247955169280,replied_to
1470845211282657285,1470808891839574021,retweeted
1470845103812063238,1470811909452615683,retweeted
1470844953882505219,1470772265180708867,retweeted
1470844906407084040,1469432406897831938,retweeted
1470844872735305736,1470819511192465413,retweeted
1470844830116978696,1470811909452615683,retweeted
1470844756964040708,1470070477527793665,retweeted
1470844752153174020,1470784648884240402,quoted
1470844747094716416,1470616247519744000,retweeted
1470844563497566211,1469718107438530572,retweeted
1470844533105639429,1470831152764227584,retweeted
1470844524943622149,1470732498460106757,retweeted
1470844442126991365,1470746474480816136,retweeted
1470844415535112211,1468756864884162563,retweeted
1470844316214083588,1470832308622143494,retweeted
1470844305359077376,1470616247519744000,retweeted
1470844301475082242,1470813060382273541,replied_to
1470844241941176323,1470811909452615683,retweeted
1470844222571835396,1470772265180708867,retweeted
1470844200098750469,1470115738702729218,retweeted
1470844167244943362,1470811909452615683,retweeted
1470844151604252674,1470799331208929290,retweeted
1470844140699140109,1470772265180708867,retweeted
1470844121719971849,1470831152764227584,retweeted
1470844056255275011,1469777002190233604,retweeted
1470844052266385410,1470831152764227584,retweeted
1470844000550666240,1470832367271124996,retweeted
1470843977633091584,1470528249876738053,quoted
1470843976819351554,1470808502318870532,quoted
1470843945026572290,1470831152764227584,retweeted
1470843938395279364,1470831152764227584,retweeted
1470843871726821380,1470811909452615683,retweeted
1470843864361623556,1470831152764227584,retweeted
1470843822066192384,1468792016393879556,retweeted
1470843818693980164,1470832308622143494,retweeted
1470843769440423936,1470811909452615683,retweeted
1470843720408854529,1469777002190233604,retweeted
1470843702763528193,1470843406108839943,retweeted
1470843654780694535,1470831152764227584,retweeted
1470843653493035009,1470772265180708867,retweeted
1470843641509916672,1470831152764227584,retweeted
1470843571116724224,1470109582315900936,retweeted
1470843550141190149,1470802262633029636,retweeted
1470843479194357762,1470811909452615683,retweeted
1470843424412925953,1470831152764227584,retweeted
1470843343122882560,1470811909452615683,retweeted
1470843265431838733,1470808502318870532,quoted
1470843259052249097,1470831152764227584,retweeted
1470843173308141570,1470732498460106757,retweeted
1470843082908192768,1470811909452615683,retweeted
1470843026285158409,1470831152764227584,retweeted
1470843024326410248,1470803884071428104,retweeted
1470842957918052364,1470811909452615683,retweeted
1470842915660382212,1470508575936110599,retweeted
1470842905157845001,1470811909452615683,retweeted
1470842904985886720,1470811909452615683,retweeted
1470842891752853510,1470831152764227584,retweeted
1470842882244419587,1470831152764227584,retweeted
1470842870336667654,1470811909452615683,retweeted
1470842718112792578,1470811909452615683,retweeted
1470842484553142277,1470115738702729218,retweeted
1470842482791522308,1470831152764227584,retweeted
1470842457072062473,1470772265180708867,retweeted
1470842443222290433,1470831152764227584,retweeted
1470842345012801539,1470104266102788104,retweeted
1470842333423800323,1464601680935333899,quoted
1470842326067126289,1470831152764227584,retweeted
1470842297654792195,1470831152764227584,retweeted
1470842274057707530,1470811909452615683,retweeted
1470842244525703170,1470782217555255298,retweeted
1470842233096126475,1470831152764227584,retweeted
1470842193724289030,1470808502318870532,quoted
1470842156961222668,1470732498460106757,retweeted
1470842142545244163,1470831152764227584,retweeted
1470842064287895554,1469778717547319313,retweeted
1470842044268560402,1470831152764227584,retweeted
1470842033250185218,1470805226835755010,retweeted
1470841996453552137,1470784648884240402,replied_to
1470841990925328385,1465444502575984643,retweeted
1470841829117476866,1470811909452615683,retweeted
1470841637005930505,1470732498460106757,retweeted
1470841579330023430,1292835744923430913,replied_to
1470841521134088198,1470831152764227584,retweeted
1470841502372966400,1470792485655953409,retweeted
1470841501680734210,1470831152764227584,retweeted
1470841434408460292,1470831152764227584,retweeted
1470841434295226377,1470763776957988874,retweeted
1470841418411347976,1470811909452615683,retweeted
1470841415613792260,1470811909452615683,retweeted
1470841392452849664,1470104266102788104,retweeted
1470841389378420738,1470839693193400337,replied_to
1470841285611298816,1470831152764227584,retweeted
1470841174286123013,1469777002190233604,retweeted
1470841157249024000,1469738110237958147,retweeted
1470841076055482381,1470808502318870532,quoted
1470840994761424901,1470828511032188928,retweeted
1470840989568749569,1470832367271124996,retweeted
1470840970442948609,1470831152764227584,retweeted
1470840937454604288,1470785745787011076,retweeted
1470840915547901959,1470732498460106757,retweeted
1470840912209227789,1470831152764227584,retweeted
1470840886321897473,1470732498460106757,retweeted
1470840860921061381,1469754493730492423,retweeted
1470840805753503744,1470806051779919878,retweeted
1470840779828518915,1470831152764227584,retweeted
1470840617286709249,1470811909452615683,retweeted
1470840563595415560,1470811909452615683,retweeted
1470840515197161475,1470415575637807104,retweeted
1470840515063164940,1470831152764227584,retweeted
1470840435799068675,1470831152764227584,retweeted
1470840403477684224,1470831152764227584,retweeted
1470840316257181700,1470811909452615683,retweeted
1470840201614221318,1470763070234546187,retweeted
1470840172128333825,1470831152764227584,retweeted
1470840140549480454,1470803884071428104,retweeted
1470840139718881280,1470831152764227584,retweeted
1470840127773716484,1470832308622143494,retweeted
1470840100103892999,1470831152764227584,retweeted
1470840087457845249,1470836440749666306,quoted
1470840040435556356,1470831152764227584,retweeted
1470839979425230858,1470831152764227584,retweeted
1470839816619184130,1470109582315900936,retweeted
1470839748067569673,1470808712935784464,retweeted
1470839615552733191,1468600137882779650,retweeted
1470839593113165837,1470831152764227584,retweeted
1470839582015070210,1470831152764227584,retweeted
1470839562360561674,1470831152764227584,retweeted
1470839509256491010,1470831152764227584,retweeted
1470839465644105732,1470831152764227584,retweeted
1470839427727564804,1468792016393879556,retweeted
1470839427392024583,1470803269169549312,retweeted
1470839427077492738,1470808891839574021,retweeted
1470839245560557570,1468600137882779650,retweeted
1470839239655018502,1470802262633029636,retweeted
1470839187846963207,1470811909452615683,retweeted
1470839162278400000,1470831152764227584,retweeted
1470839098650804229,1470831152764227584,retweeted
1470839088311844864,1470528249876738053,replied_to
1470839050877734914,1470831152764227584,retweeted
1470838959265570824,1470811909452615683,retweeted
1470838948247257094,1470808712935784464,retweeted
1470838901170339845,1470811909452615683,retweeted
1470838720085565442,1470811909452615683,retweeted
1470838708026884100,1470784648884240402,quoted
1470838668093018121,1470831152764227584,retweeted
1470838602867384324,1470811909452615683,retweeted
1470838595833323520,1470831152764227584,retweeted
1470838593299968000,1470831152764227584,retweeted
1470838586719277061,1470811909452615683,retweeted
1470838580427714562,1470831152764227584,retweeted
1470838575943933952,1470831152764227584,retweeted
1470838562585206789,1469777002190233604,retweeted
1470838512962387974,1470808712935784464,retweeted
1470838402303946753,1470811909452615683,retweeted
1470838385388490754,1470832308622143494,retweeted
1470838377754894351,1469777002190233604,retweeted
1470838374621585408,1470106181272223748,retweeted
1470838282359554058,1470831152764227584,retweeted
1470838259827687425,1288695166576947200,quoted
1470838215103836160,1470832308622143494,retweeted
1470838187627057159,1470070477527793665,retweeted
1470838183126519811,1470831152764227584,retweeted
1470838072451416067,1470829985246048261,retweeted
1470838013798322180,1470829991541673986,retweeted
1470837971339264002,1470831152764227584,retweeted
1470837968629903360,1470829990052728833,retweeted
1470837950573203458,1470831152764227584,retweeted
1470837944864759809,1470831152764227584,retweeted
1470837926867046402,1470808712935784464,retweeted
1470837920139399170,1470831152764227584,retweeted
1470837896181649417,1470831152764227584,retweeted
1470837667956940801,1470831152764227584,retweeted
1470837607861006338,1468756864884162563,retweeted
1470837553716736013,1470808502318870532,quoted
1470837504802652160,1470809923982352384,retweeted
1470837441531719694,1237388800487276544,replied_to
1470837432073342979,1469432406897831938,retweeted
1470837422057570304,1470831152764227584,retweeted
1470837419633168386,1470805987485528071,retweeted
1470837406542696449,1470832308622143494,retweeted
1470837398779039755,1470811909452615683,retweeted
1470837343921782785,1470811909452615683,retweeted
1470837306491871234,1470802262633029636,retweeted
1470837299365744654,1292835744923430913,replied_to
1470837249088671753,1470658089321914370,retweeted
1470837183602909191,1470109582315900936,retweeted
1470837077453377536,1470831152764227584,retweeted
1470837057102749699,1470831152764227584,retweeted
1470837037838180354,1470831152764227584,retweeted
1470837016384393222,1470828511032188928,retweeted
1470836886067286016,1470831152764227584,retweeted
1470836880379940865,1470831152764227584,retweeted
1470836870196219907,1470104266102788104,retweeted
