tweet_id,mentions
1470867826525315077,1321935792416149505
1470867826525315077,216776631
1470867786289274885,1321935792416149505
1470867786289274885,216776631
1470867654214922244,1069636653353000962
1470867496718774276,1349149096909668363
1470867484911624193,1321935792416149505
1470867484911624193,216776631
1470867356603731968,1321935792416149505
1470867356603731968,216776631
1470867343332892673,16370091
1470867336345313304,1349149096909668363
1470867279416111114,1321935792416149505
1470867279416111114,216776631
1470867269311938560,1100808382137753601
1470867125103259652,30278532
1470867068203511812,1321935792416149505
1470866934459961344,1321935792416149505
1470866887131209734,210833051
1470866887131209734,18208368
1470866887131209734,534249758
1470866881053605903,861763005519990784
1470866857255002112,1376373064875659270
1470866816176164866,13524182
1470866742931034119,234439228
1470866650962481156,1349149096909668363
1470866638656344066,16935292
1470866638656344066,393525670
1470866598961598473,1321935792416149505
1470866598961598473,216776631
1470866574538158084,1090715513586679813
1470866510818258944,19299909
1470866442409201678,1152568187097100288
1470866439166992384,19299909
1470866370686595081,3316346737
1470866240491057154,1321935792416149505
1470866165538779141,1321935792416149505
1470866165538779141,216776631
1470866100543967237,1321935792416149505
1470865985318047747,1152568187097100288
1470865933241511936,1295003940547895298
1470865933241511936,148529707
1470865885464186882,1100808382137753601
1470865812768522241,1321935792416149505
1470865812768522241,216776631
1470865739041099785,3299903945
1470865334202773506,1321935792416149505
1470865277269250053,1634248890
1470865241428967424,1634248890
1470865213012332544,274144307
1470865212660088837,216776631
1470865166912790531,864792997
1470865110147256336,14712659
1470865077830139913,1321935792416149505
1470865074663350273,1321935792416149505
1470865074663350273,216776631
1470865045009670156,1321935792416149505
1470865045009670156,216776631
1470865013350932480,1321935792416149505
1470865013350932480,216776631
1470865009026682880,19299909
1470864966362275851,1238912876057935874
1470864966362275851,326756275
1470864919532916741,177586079
1470864908044673033,1255149419562799104
1470864908044673033,393525670
1470864707800158211,1321935792416149505
1470864707539988481,1321935792416149505
1470864702930657280,118780611
1470864702930657280,1321935792416149505
1470864649193201669,393525670
1470864644541763586,1321935792416149505
1470864644541763586,216776631
1470864643807752192,16935292
1470864643807752192,393525670
1470864566078869516,214886970
1470864566078869516,20562637
1470864550639591427,1349149096909668363
1470864520641921028,1321935792416149505
1470864520641921028,216776631
1470864428476387338,1634248890
1470864395156832262,1321935792416149505
1470864395156832262,216776631
1470864338160287747,1321935792416149505
1470864306262708227,466198757
1470864290932350976,534249758
1470864268815917062,34713362
1470864255633149962,19299909
1470864193897312270,19299909
1470864067984171008,234439228
1470864051316346883,19299909
1470863968524591104,20562637
1470863945502277643,1321935792416149505
1470863945502277643,216776631
1470863694133280769,1321935792416149505
1470863644497960962,1321935792416149505
1470863625904705539,756422746998005760
1470863305296297988,3388491363
1470863305296297988,355237510
1470863305296297988,866953267
1470863289051598848,30278532
1470863242775838720,1321935792416149505
1470863242775838720,216776631
1470863232059408384,1321935792416149505
1470863232059408384,216776631
1470863197506879491,226680441
1470863197506879491,216776631
1470863197506879491,393525670
1470863152803942409,1321935792416149505
1470863116200075267,465999333
1470863114459656205,148529707
1470863076517826560,19299909
1470862992585551873,19299909
1470862967545737219,1321935792416149505
1470862967545737219,216776631
1470862657406205957,1349149096909668363
1470862656559099904,534249758
1470862608492339200,16935292
1470862593602605057,1349149096909668363
1470862555535093769,4208269032
1470862555535093769,534249758
1470862521972183041,18194194
1470862311703339008,1321935792416149505
1470862302614274055,19299909
1470862278476115974,393525670
1470862129129426944,1349149096909668363
1470862104034897921,1321935792416149505
1470862065958932483,1321935792416149505
1470861992571269125,21822169
1470861947994206208,1321935792416149505
1470861885507620875,234439228
1470861830771949572,1321935792416149505
1470861780746395651,1321935792416149505
1470861705236336648,30278532
1470861662559293442,783214
1470861656091762691,234439228
1470861632431611919,1321935792416149505
1470861608415109126,803029068
1470861570217496576,1321935792416149505
1470861570217496576,216776631
1470861457633861635,1270046416707170304
1470861438264610816,534249758
1470861411802927105,1349149096909668363
1470861392135671810,30278532
1470861375660597253,2350290830
1470861375660597253,2879299324
1470861375660597253,262332328
1470861373127073796,234439228
1470861340512194560,251392375
1470861257209221128,1321935792416149505
1470861257209221128,216776631
1470861175965589508,1349149096909668363
1470861165614059531,792646884
1470861068020817920,234439228
1470860970037858311,19299909
1470860901318340619,34713362
1470860803528007682,16935292
1470860783110307840,1368740173593317381
1470860780929265667,148529707
1470860530789208068,1321935792416149505
1470860511977906177,1321935792416149505
1470860452683202562,16935292
1470860452683202562,393525670
1470860441932943373,16935292
1470860441932943373,393525670
1470860195731542020,1349149096909668363
1470860159505207299,1321935792416149505
1470860159505207299,216776631
1470860138953146371,1349149096909668363
1470860126689005571,118780611
1470860126689005571,1321935792416149505
1470860099463745543,1349149096909668363
1470860090773282816,251392375
1470860052168732672,19299909
1470860048649932813,16935292
1470860006815932418,564111558
1470859957889167361,1376373064875659270
1470859945562173440,17998609
1470859921331789840,19299909
1470859892189630465,1349149096909668363
1470859869427224577,1321935792416149505
1470859840268423178,34713362
1470859776678670339,753623149929869312
1470859776678670339,534249758
1470859770907095040,720958236
1470859749990309890,251392375
1470859738925649925,14782782
1470859729794924546,1634248890
1470859657845510144,234439228
1470859608025714692,19299909
1470859577914703879,1349149096909668363
1470859557429661697,1321935792416149505
1470859484390170628,19299909
1470859424663281664,347652908
1470859415289057286,534249758
1470859375162101761,251392375
1470859368962867208,15053276
1470859358523338753,274144307
1470859306367135749,251392375
1470859230978707456,251392375
1470859216772648973,18194194
1470859209382281220,753623149929869312
1470859194517663745,1321935792416149505
1470859170425360385,1349149096909668363
1470859170043678723,1349149096909668363
1470859151555268608,534249758
1470859147033804800,1321935792416149505
1470859124166561792,1321935792416149505
1470859124166561792,216776631
1470859117417971732,1329859687974543361
1470859117417971732,130651720
1470859117417971732,534249758
1470859074799603718,19299909
1470859054230781953,19299909
1470859026669912065,1321935792416149505
1470858990758383620,1321935792416149505
1470858990758383620,216776631
1470858977533693956,1321935792416149505
1470858977533693956,216776631
1470858966997422080,4273781057
1470858966997422080,949693814813446146
1470858966997422080,15144122
1470858966997422080,355591226
1470858966997422080,392893830
1470858966997422080,942566438019231744
1470858966997422080,1833919200
1470858966997422080,3299903945
1470858966997422080,228140055
1470858966997422080,3695759352
1470858966997422080,2274777314
1470858887133896705,16935292
1470858887133896705,393525670
1470858851792654338,133397127
1470858696834048005,148529707
1470858692677582848,1634248890
1470858676244205569,327371108
1470858673391951876,1349149096909668363
1470858672318427137,19299909
1470858672075116549,2769607103
1470858672075116549,534249758
1470858672075116549,1360096774761906178
1470858640101945352,1349149096909668363
1470858570342100993,1321935792416149505
1470858554928209921,34713362
1470858516521009161,34713362
1470858489513877504,1321935792416149505
1470858489513877504,216776631
1470858488645447680,1321935792416149505
1470858488645447680,216776631
1470858483364990982,753623149929869312
1470858483364990982,534249758
1470858464234594304,1321935792416149505
1470858464234594304,216776631
1470858391388098572,1349149096909668363
1470858349843517442,34713362
1470858286299762688,1321935792416149505
1470858286299762688,216776631
1470858280629063693,234439228
1470858147883536385,19299909
1470858136374370308,1255956543671095296
1470858122906542082,34713362
1470858114958254088,1321935792416149505
1470858099477078019,2918212191
1470858097845547010,1634248890
1470858089792479244,274144307
1470858045706153992,34713362
1470858001405943815,34713362
1470857846556352512,1349149096909668363
1470857839405117444,753623149929869312
1470857839405117444,534249758
1470857830878126083,310688255
1470857747109453825,19299909
1470857589797838852,19299909
1470857575231107079,1321935792416149505
1470857575231107079,216776631
1470857565848289281,19299909
1470857552086851592,148529707
1470857521787199488,1321935792416149505
1470857490086576129,4874513699
1470857483287777291,14927297
1470857477788819457,19299909
1470857432402259971,1349149096909668363
1470857409727926272,15053276
1470857406305472519,19299909
1470857371140325379,1349149096909668363
1470857352341454848,753623149929869312
1470857352341454848,534249758
1470857268941910019,1349149096909668363
1470857236008292353,1349149096909668363
1470857164973649927,20026707
1470857146354966532,1321935792416149505
1470857121688436743,1349149096909668363
1470857083419598862,148529707
1470856876929732614,1349149096909668363
1470856872840343556,19299909
1470856865055707139,133397127
1470856855685578755,1321935792416149505
1470856855685578755,216776631
1470856823502622720,19299909
1470856773657579523,1321935792416149505
1470856773657579523,216776631
1470856701037268992,19299909
1470856694183960590,133397127
1470856676018307073,14782782
1470856655692873735,19299909
1470856654505791489,2365596721
1470856643080380419,16370091
1470856601103917060,1321935792416149505
1470856601103917060,216776631
1470856597417218050,133397127
1470856594678296588,1321935792416149505
1470856581067669508,1321935792416149505
1470856581067669508,216776631
1470856557210570757,14927297
1470856536398479367,1321935792416149505
1470856536398479367,216776631
1470856472674418701,19299909
1470856425110970374,15053276
1470856394144366592,19299909
1470856331020189697,466198757
1470856297998336001,16935292
1470856297998336001,393525670
1470856189189640197,15053276
1470856168755154944,465999333
1470856162547572744,133397127
1470856158005112842,19299909
1470856152951009286,3299903945
1470856113247641608,1295003940547895298
1470856113247641608,148529707
1470856082004267008,234439228
1470856018645053441,1321935792416149505
1470856007484162050,19299909
1470855984268537857,1634248890
1470855955160059905,234439228
1470855921106620427,1321935792416149505
1470855841741819904,19299909
1470855837283495942,133397127
1470855826151809030,1321935792416149505
1470855826151809030,216776631
1470855673294430215,16935292
1470855673294430215,393525670
1470855663249145857,16935292
1470855663249145857,393525670
1470855570152427528,1634248890
1470855530289709060,133397127
1470855524551847937,181996041
1470855524551847937,534249758
1470855524551847937,121149217
1470855459208773634,99472571
1470855458134978560,234439228
1470855419098812417,1321935792416149505
1470855419098812417,216776631
1470855192577024000,2777372520
1470855192577024000,24823512
1470855192577024000,534249758
1470855148142567426,133397127
1470855126256689164,133397127
1470855081314725888,16935292
1470855081314725888,393525670
1470855019402567686,1321935792416149505
1470854818725912580,310688255
1470854736257724420,1255956543671095296
1470854679294877696,1321935792416149505
1470854665583607817,1321935792416149505
1470854637246951433,216776631
1470854612651499520,1152568187097100288
1470854584759652353,16935292
1470854584759652353,393525670
1470854553234989065,16935292
1470854553234989065,393525670
1470854542665396228,1152568187097100288
1470854484595195914,268342221
1470854432040628228,1321935792416149505
1470854424251838472,14782782
1470854400256139264,1321935792416149505
1470854400256139264,216776631
1470854385920004103,14272741
1470854378005270529,177586079
1470854345847619586,216776631
1470854317422919693,1321935792416149505
1470854317422919693,216776631
1470854309562748929,17852894
1470854185885208577,92186819
1470854135977111553,2153706170
1470854135977111553,534249758
1470854126393339908,18194194
1470854101353132032,216776631
1470854088283856915,16935292
1470854088283856915,393525670
1470854000857817096,1634248890
1470853875062099974,1321935792416149505
1470853875062099974,216776631
1470853864912039942,768960452067860480
1470853804954378251,1321935792416149505
1470853662436118533,274144307
1470853636649635841,16812453
1470853603925573639,16935292
1470853603925573639,393525670
1470853593934749706,16935292
1470853593934749706,393525670
1470853582421303299,1321935792416149505
1470853582421303299,216776631
1470853495028957185,177586079
1470853482034995211,3299903945
1470853448472088585,753623149929869312
1470853438959403016,18194194
1470853395602890753,1634248890
1470853333963489287,16935292
1470853333963489287,393525670
1470853303235842048,1321935792416149505
1470853303235842048,216776631
1470853247472742406,16935292
1470853247472742406,393525670
1470853224110432265,1321935792416149505
1470853224110432265,216776631
1470853190857990150,16370091
1470853173346639874,16935292
1470853173346639874,393525670
1470853171321131009,148529707
1470853099191369728,14782782
1470853076072472576,1634248890
1470853029792522243,16370091
1470853022569820162,16935292
1470853022569820162,393525670
1470853017578745863,18194194
1470852994552012808,1129922883394969600
1470852993595678729,897889504744353792
1470852993595678729,1321935792416149505
1470852976566755344,16935292
1470852976566755344,393525670
1470852902709309447,14782782
1470852898619801612,14782782
1470852893951602695,16935292
1470852893951602695,393525670
1470852868605464583,16370091
1470852841610698753,121149217
1470852841610698753,1632885751
1470852841610698753,398080898
1470852841610698753,1857648080
1470852841610698753,366594737
1470852841610698753,1431315708
1470852777978908674,465999333
1470852766369206276,1321935792416149505
1470852766369206276,216776631
1470852678796206084,16935292
1470852677043056640,16935292
1470852677043056640,393525670
1470852663596126208,1295003940547895298
1470852663596126208,148529707
1470852659984969742,226680441
1470852659984969742,216776631
1470852659984969742,393525670
1470852596218970123,16935292
1470852596218970123,393525670
